id;premises;target_sentence;conclusion;gold_label;item_id;context_condition;target_variant;response_option
exp1_34_pb_n_d_cannot_say;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.;Es lässt sich nicht sagen, wie oft Timo einen neuen Haarschnitt kreiert hat.;neutral;34;neutral;b;cannot say
exp1_34_na_p_f_once;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.;Timo hat einmal einen neuen Haarschnitt bekommen.;entailment;34;positive;a;once
exp1_34_na_p_f_twice;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.;Timo hat mindestens zweimal einen neuen Haarschnitt bekommen.;neutral;34;positive;a;twice
exp1_34_na_p_f_cannot_say;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.;Es lässt sich nicht sagen, wie oft Timo einen neuen Haarschnitt bekommen hat.;neutral;34;positive;a;cannot say
exp1_34_na_n_d_once;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Sabine hat einmal einen neuen Haarschnitt bekommen.;neutral;34;neutral;a;once
exp1_34_na_n_d_twice;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Sabine hat mindestens zweimal einen neuen Haarschnitt bekommen.;entailment;34;neutral;a;twice
exp1_34_na_n_d_cannot_say;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Es lässt sich nicht sagen, wie oft Sabine einen neuen Haarschnitt bekommen hat.;neutral;34;neutral;a;cannot say
exp1_34_nb_p_f_once;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.;Timo hat einmal einen neuen Haarschnitt kreiert.;entailment;34;positive;b;once
exp1_34_nb_p_f_twice;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.;Timo hat mindestens zweimal einen neuen Haarschnitt kreiert.;neutral;34;positive;b;twice
exp1_34_nb_p_f_cannot_say;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.;Es lässt sich nicht sagen, wie oft Timo einen neuen Haarschnitt kreiert hat.;neutral;34;positive;b;cannot say
exp1_34_nb_n_d_once;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Sabine hat einmal einen neuen Haarschnitt kreiert.;neutral;34;neutral;b;once
exp1_34_nb_n_d_twice;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Sabine hat mindestens zweimal einen neuen Haarschnitt kreiert.;entailment;34;neutral;b;twice
exp1_34_nb_n_d_cannot_say;Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Es lässt sich nicht sagen, wie oft Sabine einen neuen Haarschnitt kreiert hat.;neutral;34;neutral;b;cannot say
exp1_35_pa_p_f_once;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme ausgeliehen, als sie in einer Kneipe verabredet war.;Tina hat einmal eine kleine Geldsumme ausgeliehen.;neutral;35;positive;a;once
exp1_35_pa_p_f_twice;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme ausgeliehen, als sie in einer Kneipe verabredet war.;Tina hat mindestens zweimal eine kleine Geldsumme ausgeliehen.;entailment;35;positive;a;twice
exp1_35_pa_p_f_cannot_say;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme ausgeliehen, als sie in einer Kneipe verabredet war.;Es lässt sich nicht sagen, wie oft Tina eine kleine Geldsumme ausgeliehen hat.;neutral;35;positive;a;cannot say
exp1_35_pa_n_d_once;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme ausgeliehen, als er in einer Kneipe verabredet war.;Timo hat einmal eine kleine Geldsumme ausgeliehen.;entailment;35;neutral;a;once
exp1_35_pa_n_d_twice;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme ausgeliehen, als er in einer Kneipe verabredet war.;Timo hat mindestens zweimal eine kleine Geldsumme ausgeliehen.;neutral;35;neutral;a;twice
exp1_35_pa_n_d_cannot_say;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme ausgeliehen, als er in einer Kneipe verabredet war.;Es lässt sich nicht sagen, wie oft Timo eine kleine Geldsumme ausgeliehen hat.;neutral;35;neutral;a;cannot say
exp1_35_pb_p_f_once;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme verliehen, als sie in einer Kneipe verabredet war.;Tina hat einmal eine kleine Geldsumme verliehen.;neutral;35;positive;b;once
exp1_35_pb_p_f_twice;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme verliehen, als sie in einer Kneipe verabredet war.;Tina hat mindestens zweimal eine kleine Geldsumme verliehen.;entailment;35;positive;b;twice
exp1_35_pb_p_f_cannot_say;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme verliehen, als sie in einer Kneipe verabredet war.;Es lässt sich nicht sagen, wie oft Tina eine kleine Geldsumme verliehen hat.;neutral;35;positive;b;cannot say
exp1_35_pb_n_d_once;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme verliehen, als er in einer Kneipe verabredet war.;Timo hat einmal eine kleine Geldsumme verliehen.;entailment;35;neutral;b;once
exp1_35_pb_n_d_twice;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme verliehen, als er in einer Kneipe verabredet war.;Timo hat mindestens zweimal eine kleine Geldsumme verliehen.;neutral;35;neutral;b;twice
exp1_35_pb_n_d_cannot_say;Vorletzte Woche hat Timo Tina funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme verliehen, als er in einer Kneipe verabredet war.;Es lässt sich nicht sagen, wie oft Timo eine kleine Geldsumme verliehen hat.;neutral;35;neutral;b;cannot say
exp1_35_na_p_f_once;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme ausgeliehen, als er in einer Kneipe verabredet war.;Timo hat einmal eine kleine Geldsumme ausgeliehen.;entailment;35;positive;a;once
exp1_35_na_p_f_twice;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme ausgeliehen, als er in einer Kneipe verabredet war.;Timo hat mindestens zweimal eine kleine Geldsumme ausgeliehen.;neutral;35;positive;a;twice
exp1_35_na_p_f_cannot_say;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme ausgeliehen, als er in einer Kneipe verabredet war.;Es lässt sich nicht sagen, wie oft Timo eine kleine Geldsumme ausgeliehen hat.;neutral;35;positive;a;cannot say
exp1_35_na_n_d_once;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme ausgeliehen, als sie in einer Kneipe verabredet war.;Tina hat einmal eine kleine Geldsumme ausgeliehen.;neutral;35;neutral;a;once
exp1_35_na_n_d_twice;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme ausgeliehen, als sie in einer Kneipe verabredet war.;Tina hat mindestens zweimal eine kleine Geldsumme ausgeliehen.;entailment;35;neutral;a;twice
exp1_35_na_n_d_cannot_say;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme ausgeliehen, als sie in einer Kneipe verabredet war.;Es lässt sich nicht sagen, wie oft Tina eine kleine Geldsumme ausgeliehen hat.;neutral;35;neutral;a;cannot say
exp1_35_nb_p_f_once;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme verliehen, als er in einer Kneipe verabredet war.;Timo hat einmal eine kleine Geldsumme verliehen.;entailment;35;positive;b;once
exp1_35_nb_p_f_twice;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme verliehen, als er in einer Kneipe verabredet war.;Timo hat mindestens zweimal eine kleine Geldsumme verliehen.;neutral;35;positive;b;twice
exp1_35_nb_p_f_cannot_say;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Timo wieder eine kleine Geldsumme verliehen, als er in einer Kneipe verabredet war.;Es lässt sich nicht sagen, wie oft Timo eine kleine Geldsumme verliehen hat.;neutral;35;positive;b;cannot say
exp1_35_nb_n_d_once;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme verliehen, als sie in einer Kneipe verabredet war.;Tina hat einmal eine kleine Geldsumme verliehen.;neutral;35;neutral;b;once
exp1_35_nb_n_d_twice;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme verliehen, als sie in einer Kneipe verabredet war.;Tina hat mindestens zweimal eine kleine Geldsumme verliehen.;entailment;35;neutral;b;twice
exp1_35_nb_n_d_cannot_say;Vorletzte Woche hat Tina Timo funf Euro geborgt.;Vor zwei Tagen hat Tina wieder eine kleine Geldsumme verliehen, als sie in einer Kneipe verabredet war.;Es lässt sich nicht sagen, wie oft Tina eine kleine Geldsumme verliehen hat.;neutral;35;neutral;b;cannot say
exp1_36_pa_p_f_once;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Thorsten hat einmal eine dringende Erinnerung erhalten.;neutral;36;positive;a;once
exp1_36_pa_p_f_twice;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Thorsten hat mindestens zweimal eine dringende Erinnerung erhalten.;entailment;36;positive;a;twice
exp1_36_pa_p_f_cannot_say;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine dringende Erinnerung erhalten hat.;neutral;36;positive;a;cannot say
exp1_36_pa_n_d_once;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Karl hat einmal eine dringende Erinnerung erhalten.;entailment;36;neutral;a;once
exp1_36_pa_n_d_twice;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Karl hat mindestens zweimal eine dringende Erinnerung erhalten.;neutral;36;neutral;a;twice
exp1_36_pa_n_d_cannot_say;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Es lässt sich nicht sagen, wie oft Karl eine dringende Erinnerung erhalten hat.;neutral;36;neutral;a;cannot say
exp1_36_pb_p_f_once;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Thorsten hat einmal eine dringende Erinnerung verschickt.;neutral;36;positive;b;once
exp1_36_pb_p_f_twice;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Thorsten hat mindestens zweimal eine dringende Erinnerung verschickt.;entailment;36;positive;b;twice
exp1_36_pb_p_f_cannot_say;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine dringende Erinnerung verschickt hat.;neutral;36;positive;b;cannot say
exp1_36_pb_n_d_once;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Karl hat einmal eine dringende Erinnerung verschickt.;entailment;36;neutral;b;once
exp1_36_pb_n_d_twice;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Karl hat mindestens zweimal eine dringende Erinnerung verschickt.;neutral;36;neutral;b;twice
exp1_36_pb_n_d_cannot_say;Vor einem Monat hat Karl Thorsten eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Es lässt sich nicht sagen, wie oft Karl eine dringende Erinnerung verschickt hat.;neutral;36;neutral;b;cannot say
exp1_36_na_p_f_once;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Karl hat einmal eine dringende Erinnerung erhalten.;entailment;36;positive;a;once
exp1_36_na_p_f_twice;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Karl hat mindestens zweimal eine dringende Erinnerung erhalten.;neutral;36;positive;a;twice
exp1_36_na_p_f_cannot_say;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Es lässt sich nicht sagen, wie oft Karl eine dringende Erinnerung erhalten hat.;neutral;36;positive;a;cannot say
exp1_36_na_n_d_once;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Thorsten hat einmal eine dringende Erinnerung erhalten.;neutral;36;neutral;a;once
exp1_36_na_n_d_twice;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Thorsten hat mindestens zweimal eine dringende Erinnerung erhalten.;entailment;36;neutral;a;twice
exp1_36_na_n_d_cannot_say;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung erhalten, wahrend er an einem Projekt gearbeitet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine dringende Erinnerung erhalten hat.;neutral;36;neutral;a;cannot say
exp1_36_nb_p_f_once;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Karl hat einmal eine dringende Erinnerung verschickt.;entailment;36;positive;b;once
exp1_36_nb_p_f_twice;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Karl hat mindestens zweimal eine dringende Erinnerung verschickt.;neutral;36;positive;b;twice
exp1_36_nb_p_f_cannot_say;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Karl wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Es lässt sich nicht sagen, wie oft Karl eine dringende Erinnerung verschickt hat.;neutral;36;positive;b;cannot say
exp1_36_nb_n_d_once;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Thorsten hat einmal eine dringende Erinnerung verschickt.;neutral;36;neutral;b;once
exp1_36_nb_n_d_twice;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Thorsten hat mindestens zweimal eine dringende Erinnerung verschickt.;entailment;36;neutral;b;twice
exp1_36_nb_n_d_cannot_say;Vor einem Monat hat Thorsten Karl eine dringende Erinnerung per Mail zukommen lassen.;Vor zwei Wochen hat Thorsten wieder eine dringende Erinnerung verschickt, wahrend er an einem Projekt gearbeitet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine dringende Erinnerung verschickt hat.;neutral;36;neutral;b;cannot say
exp1_37_pa_p_f_once;Vor vier Jahren hat Karl Judith ein maßgefertigtes Bett gebaut.;Vor funf Wochen hat Judith wieder ein maßgefertigtes Bett bekommen, weil sie mit einem Freund zusammen zieht.;Judith hat einmal ein maßgefertigtes Bett bekommen.;neutral;37;positive;a;once
